Landshlutar,Póstnúmer,Age,Gender,Other Category,Flettingar,% Δ,Fjöldi eigna,% Δ,Avg. Time on Page,% Δ
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Arts & Entertainment/TV & Video/Online Video,508,1.7608695652173914,4,3,23.607538802660756,-0.08582594505039935
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Food & Drink/Cooking & Recipes,502,9.04,6,5,11.458064516129033,-0.3671034559560488
Reykjavík,105 Reykjavík (Hlíðar),25-34,male,[Life Events] Moving/Moving Soon,495,0.38268156424581007,6,0.5,36.63594470046083,0.9211457600541306
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,female,Arts & Entertainment/Celebrities & Entertainment News,494,0.6411960132890365,5,0.6666666666666666,13.680365296803654,1.658972734711115
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,491,,6,,10.108459869848156,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Sports/Team Sports/Soccer,480,8.6,5,4,11.872685185185185,0.24042979546710894
Hafnafjörður,221 Hafnarfjörður,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,479,2.832,5,1.5,14.220417633410673,-0.3973872824635932
Reykjavík,110 Reykjavík (Árbær),35-44,male,Sports/Team Sports/Soccer,478,0.2953929539295393,4,-0.2,9.292978208232446,-0.45971056928881127
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,[Life Events] Job Change/Recently Started New Job,471,-0.5440464666021297,6,-0.4,12.097674418604651,0.010774599914061348
Norðurland,600 Akureyri,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,468,0.7269372693726938,5,0.25,7.632241813602015,-0.25432120211934334
Vesturland,310 Borgarnes,45-54,male,Sports/Team Sports/Soccer,467,,4,,11.397560975609757,
Reykjavík,101 Reykjavík (Miðborg),45-54,female,Arts & Entertainment/Celebrities & Entertainment News,460,-0.3502824858757062,5,-0.375,14.657004830917874,-0.494671040979118
Reykjavík,101 Reykjavík (Miðborg),18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,459,1.8333333333333333,6,1,26.882882882882882,-0.021238212382123905
Reykjavík,105 Reykjavík (Hlíðar),45-54,female,Arts & Entertainment/TV & Video/Online Video,458,-0.03375527426160337,3,-0.25,9.395881006864988,0.11179727248698954
Mosfellsbær,276 Mosfellsbær,25-34,male,Sports/Team Sports/Soccer,456,,1,,19.994764397905758,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",35-44,male,Sports/Team Sports/Soccer,451,-0.6674041297935103,4,-0.7142857142857143,24.92,0.30405424200278175
Garðabær,210 Garðabær,65+,male,Sports/Team Sports/Soccer,451,0.006696428571428571,6,-0.14285714285714285,23.528985507246375,0.04704757286784108
Norðurland,600 Akureyri,25-34,male,Arts & Entertainment/TV & Video/Online Video,448,-0.2014260249554367,5,-0.16666666666666666,11.848563968668408,-0.416887090780256
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,[Life Events] Job Change/Recently Started New Job,447,8.51063829787234,5,4,40.825,1.8767241379310344
Norðurland,603 Akureyri,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,446,,4,,6.946808510638298,
Reykjavík,101 Reykjavík (Miðborg),65+,female,Arts & Entertainment/Celebrities & Entertainment News,444,-0.2896,5,-0.4444444444444444,24.042929292929294,1.4344049063576318
Vesturland,300 Akranes,25-34,female,[Life Events] Moving/Moving Soon,443,1.6369047619047619,3,0.5,13.496062992125983,0.06250412165815944
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,male,News/Sports News,442,0.5085324232081911,6,1,13.7525,-0.4161048568671599
Reykjavík,105 Reykjavík (Hlíðar),35-44,female,Arts & Entertainment/TV & Video/Online Video,441,-0.42727272727272725,4,-0.3333333333333333,11.438118811881187,-0.41763580523770566
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,female,Sports/Team Sports/Soccer,440,,5,,10.597964376590332,
Reykjavík,111 Reykjavík (Breiðholt),25-34,male,Arts & Entertainment/TV & Video/Online Video,435,0.8432203389830508,4,0.3333333333333333,43.54364089775561,0.9040469286969706
Hafnafjörður,220 Hafnarfjörður,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,430,3.4329896907216493,4,3,17.031413612565444,-0.4563097361987275
Reykjavík,104 Reykjavík (Laugardalur),18-24,male,Arts & Entertainment/TV & Video/Online Video,430,4.733333333333333,4,3,23.380246913580248,-0.02467830148989563
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",35-44,male,Sports/Team Sports/Soccer,427,1.9246575342465753,5,1.5,18.21693121693122,-0.24096119929453255
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,[Life Events] Moving/Moving Soon,427,-0.33072100313479624,4,-0.3333333333333333,9.094086021505376,-0.2581534378505568
Reykjavík,105 Reykjavík (Hlíðar),18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,425,1.8911564625850341,5,1.5,16.65686274509804,-0.2803615297897159
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",18-24,male,Arts & Entertainment/TV & Video/Online Video,424,0.2656716417910448,5,0.25,24.132467532467533,0.5367840869073409
Reykjanes,260 Reykjanesbær,25-34,male,Sports/Team Sports/Soccer,423,0.9054054054054054,5,0.25,13.144886363636363,-0.15748929781794402
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,[Life Events] Job Change/Recently Started New Job,422,6.4035087719298245,4,3,24.495956873315365,1.7836314628767458
Norðurland,603 Akureyri,35-44,male,Sports/Team Sports/Soccer,421,,3,,10.938202247191011,
Reykjavík,109 Reykjavík (Breiðholt),65+,female,Arts & Entertainment/Celebrities & Entertainment News,420,3.2,2,1,23.643835616438356,1.3138511795614587
Norðurland,603 Akureyri,45-54,male,Sports/Team Sports/Soccer,420,,4,,12.437158469945356,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,[Life Events] Job Change/Recently Started New Job,418,-0.4755332496863237,4,-0.5,24.00262467191601,0.3417735163487338
Reykjavík,107 Reykjavík (Vesturbær),65+,female,Arts & Entertainment/Celebrities & Entertainment News,417,1.2299465240641712,4,1,11.664122137404581,-0.41733674709210755
Vesturland,300 Akranes,45-54,male,Sports/Team Sports/Soccer,416,0.21637426900584794,4,0.3333333333333333,25.589285714285715,1.555367084203201
Reykjavík,101 Reykjavík (Miðborg),25-34,male,[Life Events] Moving/Recently Moved,415,-0.6716772151898734,6,-0.6470588235294118,17.201101928374655,-0.2013653245924811
Hafnafjörður,220 Hafnarfjörður,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,414,,4,,13.484679665738161,
Vesturland,300 Akranes,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,409,0.3543046357615894,3,-0.25,9.44923076923077,-0.5589518882717587
Reykjavík,105 Reykjavík (Hlíðar),25-34,male,[Life Events] Job Change/Recently Started New Job,408,-0.18886679920477137,4,-0.2,20.397222222222222,0.3816356357900873
Hafnafjörður,220 Hafnarfjörður,25-34,male,[Life Events] Moving/Moving Soon,407,5.672131147540983,4,3,16.612535612535613,-0.4823560743930046
Hafnafjörður,220 Hafnarfjörður,65+,female,Arts & Entertainment/Celebrities & Entertainment News,406,0.8125,5,0.6666666666666666,11.968337730870713,-0.32254692089411063
Mosfellsbær,276 Mosfellsbær,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,405,,1,,10.123563218390805,
Hafnafjörður,220 Hafnarfjörður,25-34,female,Food & Drink/Cooking & Recipes,404,,4,,21.56772334293948,
Vesturland,300 Akranes,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,403,,4,,8.009146341463415,
Suðurland,800 Selfoss,25-34,male,News/Sports News,403,0.6516393442622951,4,1,14.436657681940702,-0.12430704536981008
Reykjavík,112 Reykjavík (Grafarvogur),18-24,male,Arts & Entertainment/TV & Video/Online Video,402,1.5605095541401275,6,5,15.3659793814433,-0.5674761359297442
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,401,2.6126126126126126,5,1.5,8.074285714285715,-0.7105699928212491
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Food & Drink/Cooking & Recipes,395,-0.3847352024922118,4,-0.42857142857142855,4.969613259668508,-0.6435664682163662
Suðurland,810 Hveragerði,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,395,-0.256120527306968,4,-0.2,19.486486486486488,1.0369645961751226
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",45-54,male,Sports/Team Sports/Soccer,392,0.18429003021148035,5,0.6666666666666666,10.86685552407932,-0.6518419233202521
Garðabær,210 Garðabær,25-34,female,[Life Events] Moving/Recently Moved,391,-0.5500575373993095,3,-0.7,34.041551246537395,1.1902910323986835
Reykjavík,104 Reykjavík (Laugardalur),25-34,male,[Life Events] Moving/Moving Soon,390,,4,,14.99712643678161,
Vesturland,301 Akranes,25-34,male,Arts & Entertainment/TV & Video/Online Video,387,1.1263736263736264,3,2,14.652037617554859,0.23074000189987645
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,male,Sports/Team Sports/Soccer,386,-0.09389671361502347,2,-0.3333333333333333,39.40277777777778,1.185872521565598
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,male,Sports/Team Sports/Soccer,383,-0.4782016348773842,4,-0.5,11.823699421965317,-0.4276275641107414
Reykjanes,230 Reykjanesbær,25-34,male,Arts & Entertainment/TV & Video/Online Video,383,1.3641975308641976,5,0.6666666666666666,15.716012084592146,2.268374194583322
Garðabær,210 Garðabær,25-34,male,[Life Events] Moving/Recently Moved,383,-0.15077605321507762,3,-0.5,21.841954022988507,-0.22520419481189252
Mosfellsbær,270 Mosfellsbær,45-54,male,Sports/Team Sports/Soccer,379,0.34397163120567376,4,-0.2,25.135057471264368,0.41513965840812816
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",35-44,male,Sports/Team Sports/Soccer,377,1.9224806201550388,4,3,16.26969696969697,1.7075138678769544
Reykjanes,260 Reykjanesbær,25-34,male,Arts & Entertainment/TV & Video/Online Video,376,2.008,5,1.5,22.961988304093566,1.6970438848558174
Reykjavík,107 Reykjavík (Vesturbær),18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,372,5.098360655737705,4,3,28.352617079889807,-0.1665451954067667
Hafnafjörður,220 Hafnarfjörður,45-54,male,Arts & Entertainment/TV & Video/Online Video,372,4.027027027027027,5,4,12.387096774193548,-0.499291343046658
Reykjavík,101 Reykjavík (Miðborg),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,372,-0.6642599277978339,4,-0.6923076923076923,21.11854103343465,0.2576640216404554
Reykjavík,104 Reykjavík (Laugardalur),55-64,female,Arts & Entertainment/Celebrities & Entertainment News,372,,4,,10.171597633136095,
Reykjavík,104 Reykjavík (Laugardalur),45-54,male,Sports/Team Sports/Soccer,372,,3,,9.339449541284404,
Hafnafjörður,220 Hafnarfjörður,35-44,female,Arts & Entertainment/TV & Video/Online Video,365,4.703125,4,3,19.976401179941004,2.1634183686710093
Hafnafjörður,220 Hafnarfjörður,65+,male,Sports/Team Sports/Soccer,362,-0.16397228637413394,5,0,18.14848484848485,-0.3318776342032156
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,male,Arts & Entertainment/TV & Video/Online Video,359,,4,,9.489425981873111,
Reykjavík,111 Reykjavík (Breiðholt),65+,female,Arts & Entertainment/Celebrities & Entertainment News,358,2.168141592920354,3,2,11.72289156626506,1.0573996167485298
Reykjavík,110 Reykjavík (Árbær),35-44,female,Arts & Entertainment/TV & Video/Online Video,357,,4,,12.939209726443769,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,357,2.2162162162162162,4,3,41.25835866261398,0.3402077646932895
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,356,1.7596899224806202,4,1,18.443396226415093,8.097639394195786
Mosfellsbær,270 Mosfellsbær,25-34,male,News/Sports News,355,0.3148148148148148,4,0.3333333333333333,21.696666666666665,0.4347059412884479
Reykjavík,110 Reykjavík (Árbær),25-34,male,[Life Events] Moving/Recently Moved,354,2.6875,5,1.5,25.904477611940298,1.5272661084819803
Vesturland,310 Borgarnes,65+,female,Arts & Entertainment/Celebrities & Entertainment News,353,,2,,7.9411764705882355,
Reykjavík,110 Reykjavík (Árbær),25-34,male,[Life Events] Job Change/Starting New Job Soon,351,-0.17798594847775176,4,-0.3333333333333333,21.71069182389937,0.1272456710659776
Vesturland,300 Akranes,35-44,female,Arts & Entertainment/TV & Video/Online Video,349,0.5173913043478261,3,0,6.054421768707483,-0.6799424615661243
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Sports/Team Sports/Soccer,349,0.3320610687022901,3,0,17.392739273927393,1.6432386659718605
Vesturland,311 Borgarnes,45-54,male,Sports/Team Sports/Soccer,349,0.16333333333333333,2,0,23.462025316455698,0.7664317717169081
Garðabær,210 Garðabær,25-34,female,[Life Events] Job Change/Recently Started New Job,349,0.041791044776119404,4,0,17.977777777777778,1.8800320275930031
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,Arts & Entertainment/Celebrities & Entertainment News,346,-0.41056218057921634,4,-0.3333333333333333,19.093023255813954,0.0796009995965989
Reykjavík,107 Reykjavík (Vesturbær),18-24,female,[Life Events] Moving/Recently Moved,346,1.261437908496732,3,0.5,5.1420118343195265,-0.8404163917524421
Garðabær,210 Garðabær,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,344,-0.2570194384449244,3,-0.5,37.35254237288136,2.4269928689308733
Reykjavík,109 Reykjavík (Breiðholt),18-24,male,Arts & Entertainment/TV & Video/Online Video,340,1.2077922077922079,5,1.5,23.89776357827476,-0.4959716847588736
Reykjavík,112 Reykjavík (Grafarvogur),35-44,male,Sports/Team Sports/Soccer,339,,4,,23.397306397306398,
Álftanes,225 Álftanes,25-34,male,Arts & Entertainment/TV & Video/Online Video,338,-0.16336633663366337,3,0,13.380645161290323,0.2583123264259774
Reykjavík,104 Reykjavík (Laugardalur),25-34,male,[Life Events] Job Change/Recently Started New Job,337,,4,,16.345394736842106,
Mosfellsbær,270 Mosfellsbær,35-44,male,Arts & Entertainment/TV & Video/Online Video,336,,3,,31.45859872611465,
Vesturland,300 Akranes,18-24,male,Arts & Entertainment/TV & Video/Online Video,335,1.0807453416149069,2,0,15.68421052631579,4.358445990287439
Suðurland,810 Hveragerði,35-44,male,Sports/Team Sports/Soccer,335,0.14334470989761092,4,1,19.233449477351915,1.2516286156467071
Reykjavík,110 Reykjavík (Árbær),18-24,female,[Life Events] Moving/Recently Moved,334,0.18021201413427562,3,-0.25,19.79874213836478,0.7090119435396307
Vesturland,311 Borgarnes,25-34,male,Sports/Team Sports/Soccer,334,-0.432937181663837,1,-0.5,34.40138408304498,2.0621716185652703
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,Arts & Entertainment/TV & Video/Online Video,332,2.32,4,3,5.7052980132450335,-0.5979203922416333
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,News/Sports News,332,,3,,5.456666666666667,
Garðabær,210 Garðabær,65+,female,Arts & Entertainment/TV & Video/Online Video,332,-0.20763723150357996,4,-0.2,20.570063694267517,0.22070657818988632
Reykjavík,109 Reykjavík (Breiðholt),45-54,male,Sports/Team Sports/Soccer,331,0.5687203791469194,3,2,13.366101694915255,0.38781844361418805
Suðurland,810 Hveragerði,25-34,female,Arts & Entertainment/TV & Video/Online Video,331,1.781512605042017,3,2,34.11418685121107,6.107122260668974
Reykjavík,101 Reykjavík (Miðborg),25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,331,-0.2337962962962963,5,-0.16666666666666666,21.2475884244373,0.20381170289634487
Reykjavík,113 Reykjavík (Grafarholt og Úlfarsárdalur),25-34,female,Arts & Entertainment/Celebrities & Entertainment News,331,3.4133333333333336,3,2,5.306188925081433,-0.7860407691499423
Reykjanes,250 Garður,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,330,,1,,12.916666666666666,
Reykjavík,107 Reykjavík (Vesturbær),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,326,0.012422360248447204,4,0.3333333333333333,10.154098360655738,0.7632496242547305
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,325,-0.5098039215686274,5,-0.5,19.83108108108108,-0.07037099019700452
Reykjavík,104 Reykjavík (Laugardalur),25-34,female,Sports/Team Sports/Soccer,322,,3,,29.67361111111111,
Reykjavík,107 Reykjavík (Vesturbær),18-24,female,[Life Events] Job Change/Recently Started New Job,321,1.568,3,0.5,5.047923322683706,-0.8330772329080086
Garðabær,210 Garðabær,45-54,male,Arts & Entertainment/TV & Video/Online Video,321,-0.06140350877192982,3,-0.4,20.23049645390071,0.3360593778404348
Vesturland,300 Akranes,65+,female,Arts & Entertainment/TV & Video/Online Video,319,2.288659793814433,4,3,16.55956678700361,0.19413035909756707
Reykjavík,"102 Reykjavík, international mail sorting station",65+,female,Arts & Entertainment/Celebrities & Entertainment News,318,0.6476683937823834,1,-0.6666666666666666,37.68589743589744,0.5560403023868576
Reykjavík,107 Reykjavík (Vesturbær),65+,female,Arts & Entertainment/TV & Video/Online Video,318,1.8392857142857142,4,3,14.697368421052632,0.22985435834823173
Reykjavík,104 Reykjavík (Laugardalur),25-34,female,[Life Events] Job Change/Recently Started New Job,318,4.578947368421052,4,3,30.016835016835017,10.792328042328043
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,[Life Events] Moving/Moving Soon,317,,2,,10.467153284671532,
Garðabær,210 Garðabær,25-34,male,[Life Events] Job Change/Recently Started New Job,315,-0.4067796610169492,3,-0.5,30.52127659574468,0.7371422649032994
Mosfellsbær,270 Mosfellsbær,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,315,2.3870967741935485,3,2,9.741007194244604,-0.6128150315423861
Reykjavík,104 Reykjavík (Laugardalur),35-44,male,Sports/Team Sports/Soccer,313,3.890625,3,2,13.50909090909091,-0.04680380446803801
Hafnafjörður,220 Hafnarfjörður,35-44,male,News/Sports News,313,,3,,4.424354243542435,
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,312,-0.3821782178217822,3,-0.4,5.030651340996169,-0.7345038376173294
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,male,Arts & Entertainment/TV & Video/Online Video,311,0.29045643153526973,3,-0.25,14.92057761732852,-0.6009511206157299
Reykjavík,104 Reykjavík (Laugardalur),35-44,female,Arts & Entertainment/TV & Video/Online Video,310,,4,,22.16254416961131,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,Sports/Team Sports/Soccer,309,4.065573770491803,2,1,12.958174904942966,0.015000645295793648
Vesturland,300 Akranes,25-34,male,[Life Events] Moving/Recently Moved,309,3.12,3,2,10.289156626506024,4.505601352779539
Vesturland,300 Akranes,25-34,female,[Life Events] Job Change/Recently Started New Job,306,0.4926829268292683,2,-0.3333333333333333,5.3478260869565215,0.7511508951406649
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",45-54,male,Sports/Team Sports/Soccer,305,4.350877192982456,3,2,15.017543859649123,-0.13428276573787404
Vesturland,310 Borgarnes,25-34,male,News/Sports News,304,,3,,36.75918367346939,
Vesturland,301 Akranes,35-44,male,Sports/Team Sports/Soccer,303,2.03,2,1,5.6239316239316235,-0.48642789003555637
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,302,-0.23544303797468355,4,0,17.520689655172415,-0.515058303863699
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,female,[Life Events] Moving/Recently Moved,300,-0.6402877697841727,4,-0.6,30.566901408450704,0.45972472105189033
